endpointUrl,vocab
http://sparql.uniprot.org,http://www.w3.org/ns/shacl#
https://fr.dbpedia.org/sparql,http://www.w3.org/2002/07/owl#
http://bio2rdf.org/sparql,http://www.w3.org/2000/01/rdf-schema#
http://sparql.orthodb.org/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
https://api.druid.datalegend.net/datasets/andb/andb-leerlingen/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
https://api.druid.datalegend.net/datasets/HistoryOfWork/historyOfWork-all-latest/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
http://metadb.riken.jp/sparql,http://www.w3.org/2003/11/swrl#
https://covidontheweb.inria.fr/sparql,http://www.w3.org/2003/11/swrl#
https://ldf.fi/warsa/sparql,http://www.w3.org/2000/01/rdf-schema#
https://sparql.orthodb.org/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
https://chemblmirror.rdf.bigcat-bioinformatics.org/sparql,http://www.w3.org/2004/02/skos/core#
http://linkedlifedata.com/sparql,http://www.w3.org/2004/02/skos/core#
http://d2kab.i3s.unice.fr/sparql,http://www.w3.org/2002/07/owl#
https://api.druid.datalegend.net/datasets/CLARIAH-VL/Ghent-Gazetteer/sparql,http://www.w3.org/2000/01/rdf-schema#
http://www.ss-framework.com/sparql,http://www.w3.org/2002/07/owl#
https://api.druid.datalegend.net/datasets/dataLegend/gemeentegeschiedenis/sparql,http://www.w3.org/2004/02/skos/core#
http://upr.eagle-i.net/sparqler/sparql,http://www.w3.org/2002/07/owl#
http://rdf.geneontology.org/blazegraph/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
https://api.druid.datalegend.net/datasets/IISG-DA/Collectie-Interviews-Wim-Kok-deel-2/sparql,
https://coxpresdb.jp/sparql,http://www.w3.org/2002/07/owl#
http://linkeddata.finki.ukim.mk/sparql,http://www.w3.org/2000/01/rdf-schema#
http://data.persee.fr/sparql,http://www.w3.org/2002/07/owl#
https://vocab.nerc.ac.uk/sparql,http://www.w3.org/2000/01/rdf-schema#
https://es.dbpedia.org/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
https://datos.bne.es/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
https://opendata.aragon.es/sparql,http://www.w3.org/2000/01/rdf-schema#
http://vocab.nerc.ac.uk/sparql/,http://www.w3.org/1999/02/22-rdf-syntax-ns#
https://api.druid.datalegend.net/datasets/IISG-DA/ORCID-data/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
https://data.cervantesvirtual.com/sparql,http://www.w3.org/2004/02/skos/core#
https://lod.sztaki.hu/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
https://data.mvcr.gov.cz/sparql,http://www.w3.org/2000/01/rdf-schema#
http://sparql.proconsortium.org/virtuoso/sparql,http://www.w3.org/2002/07/owl#
https://covidontheweb.inria.fr/sparql,http://www.w3.org/2002/07/owl#
https://query.wikidata.org/bigdata/namespace/dcatap/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
https://weakg.i3s.unice.fr/sparql,http://www.w3.org/2004/02/skos/core#
http://metadb.riken.jp/sparql,http://www.w3.org/2002/07/owl#
https://lsd.dbcls.jp/sparql,http://www.w3.org/2000/01/rdf-schema#
https://lod.tamtamresearch.com/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
http://vocabs.ands.org.au/repository/api/sparql/ga_geologic-unit-type_v0-1,http://www.w3.org/2004/02/skos/core#
https://alma.uni.lu/sparql,http://www.w3.org/2000/01/rdf-schema#
https://api.druid.datalegend.net/datasets/MiconSchorsij/thesaurus/sparql,http://www.w3.org/2004/02/skos/core#
http://api.finto.fi/sparql,http://www.w3.org/2000/01/rdf-schema#
https://xn--slovnk-7va.gov.cz/sparql,http://www.w3.org/2004/02/skos/core#
https://api.druid.datalegend.net/datasets/dataLegend/Admissies-Haarlem/sparql,http://www.w3.org/ns/shacl#
https://cs.dbpedia.org/sparql,http://www.w3.org/2004/02/skos/core#
http://wasabi.inria.fr/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
https://query.wikidata.org/bigdata/namespace/wdq/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
https://opendatacommunities.org/sparql,http://www.w3.org/2000/01/rdf-schema#
https://ld.ncl.edu.tw/fuseki/lod/query,http://www.w3.org/2002/07/owl#
http://ldf.fi/warsa/sparql,http://www.w3.org/2000/01/rdf-schema#
http://caligraph.org/sparql,http://www.w3.org/2004/02/skos/core#
https://yago-knowledge.org/sparql/query,http://www.w3.org/1999/02/22-rdf-syntax-ns#
https://data.europa.eu/sparql,http://www.w3.org/2000/01/rdf-schema#
http://es.dbpedia.org/sparql,http://www.w3.org/2000/01/rdf-schema#
https://api.druid.datalegend.net/datasets/RubenS/marc21/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
https://api.druid.datalegend.net/datasets/dataLegend/CEDAR-S/sparql,http://www.w3.org/1999/02/22-rdf-syntax-ns#
http://uccaribe.eagle-i.net/sparqler/sparql,http://www.w3.org/2004/02/skos/core#
http://sparql.europeana.eu,http://www.w3.org/2000/01/rdf-schema#
http://lod.openlinksw.com/sparql,http://www.w3.org/2000/01/rdf-schema#
https://beta.sparql.swisslipids.org/,http://www.w3.org/2000/01/rdf-schema#
https://api.druid.datalegend.net/datasets/mromanello/hucit/sparql,http://www.w3.org/2002/07/owl#
http://psm.eagle-i.net/sparqler/sparql,http://www.w3.org/2002/07/owl#
