vocab,endpointUrl
http://www.w3.org/2000/01/rdf-schema#,https://id.nlm.nih.gov/mesh/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,https://lov.okfn.org/dataset/lov/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,https://api.druid.datalegend.net/datasets/MiconSchorsij/OnTheWaterfront/sparql
http://www.w3.org/2002/07/owl#,http://environment.data.gov.uk/sparql/bwq/query
http://www.w3.org/2002/07/owl#,https://hu.dbpedia.org/sparql
http://www.w3.org/2000/01/rdf-schema#,https://api.druid.datalegend.net/datasets/AdamNet/Geography/sparql
http://www.w3.org/2003/11/swrl#,http://uriburner.com/sparql
http://www.w3.org/2002/07/owl#,https://schema.gov.it/sparql
http://www.w3.org/2003/11/swrl#,https://ts.glycosmos.org/sparql
http://www.w3.org/2004/02/skos/core#,http://vocabs.ardc.edu.au/repository/api/sparql/aas_the-unified-astronomy-thesaurus_4-0-1
http://www.w3.org/1999/02/22-rdf-syntax-ns#,https://bittich.be/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,https://api.druid.datalegend.net/datasets/Per-LOD-ad-Astra/Sleutelkastje/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,https://api.druid.datalegend.net/datasets/HistoryOfWork/historyOfWork-all-latest/services/historyOfWork-all-latest/sparql
http://www.w3.org/2004/02/skos/core#,https://api.druid.datalegend.net/datasets/dataLegend/Baghdad-to-London/sparql
http://www.w3.org/2002/07/owl#,https://api.druid.datalegend.net/datasets/nlgis/mint/sparql
http://www.w3.org/2004/02/skos/core#,http://bio2rdf.org/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,https://data.gesis.org/claimskg/sparql
http://www.w3.org/2002/07/owl#,https://opendata.mfcr.cz/lod/sparql
http://www.w3.org/2002/07/owl#,https://data.mpsv.cz/sparql/
http://www.w3.org/2000/01/rdf-schema#,https://chemblmirror.rdf.bigcat-bioinformatics.org/sparql
http://www.w3.org/2000/01/rdf-schema#,http://linkedlifedata.com/sparql
http://www.w3.org/2004/02/skos/core#,https://ldf.fi/warsa/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,https://ldf.fi/ww1lod/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,http://ldf.fi/kirjasampo/sparql
http://www.w3.org/ns/shacl#,https://hitontology.eu/sparql
http://www.w3.org/2004/02/skos/core#,https://api.druid.datalegend.net/datasets/CLARIAH-VL/Ghent-Gazetteer/sparql
http://www.w3.org/2002/07/owl#,https://knowledge.brc.riken.jp/sparql
http://www.w3.org/2000/01/rdf-schema#,https://ts.glytoucan.org/sparql
http://www.w3.org/2000/01/rdf-schema#,https://api.druid.datalegend.net/datasets/dataLegend/gemeentegeschiedenis/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,https://zbw.eu/beta/sparql/gnd/query
http://www.w3.org/1999/02/22-rdf-syntax-ns#,https://dbmi-icode-01.dbmi.pitt.edu/sparql
http://spinrdf.org/spin#,http://demo.openlinksw.com/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,http://dati.camera.it/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,https://lov.linkeddata.es/dataset/lov/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,https://opendata1.opendata.u-psud.fr/sparql
http://www.w3.org/2004/02/skos/core#,https://vocab.nerc.ac.uk/sparql
http://www.w3.org/2003/11/swrl#,https://knowledge.brc.riken.jp/sparql
http://www.w3.org/2004/02/skos/core#,https://opendata.aragon.es/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,http://alaska.eagle-i.net/sparqler/sparql
http://www.w3.org/2002/07/owl#,https://www.snik.eu/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,https://triplestore.iccu.sbn.it/sparql
http://www.w3.org/ns/shacl#,https://sparql.uniprot.org/sparql
http://www.w3.org/2004/02/skos/core#,https://data.mvcr.gov.cz/sparql
http://www.w3.org/2000/01/rdf-schema#,https://data.cervantesvirtual.com/sparql
http://www.w3.org/2004/02/skos/core#,https://lsd.dbcls.jp/sparql
http://www.w3.org/ns/shacl#,http://lov.okfn.org/dataset/lov/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,http://kaiko.getalp.org/sparql
http://www.w3.org/2000/01/rdf-schema#,https://weakg.i3s.unice.fr/sparql
http://www.w3.org/2004/02/skos/core#,http://api.finto.fi/sparql
http://www.w3.org/ns/shacl#,https://api.finto.fi/sparql
http://www.w3.org/2000/01/rdf-schema#,https://xn--slovnk-7va.gov.cz/sparql
http://www.w3.org/1999/02/22-rdf-syntax-ns#,https://sparql.glyconavi.org/sparql
http://www.w3.org/2000/01/rdf-schema#,http://vocabs.ands.org.au/repository/api/sparql/ga_geologic-unit-type_v0-1
http://www.w3.org/2004/02/skos/core#,https://alma.uni.lu/sparql
http://www.w3.org/2000/01/rdf-schema#,https://cs.dbpedia.org/sparql
