vocab,elem,endpointUrl
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#DataService,http://taxref.mnhn.fr/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Catalog,https://semantic.eea.europa.eu/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Catalog,http://lov.okfn.org/dataset/lov/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Dataset,http://fr.dbpedia.org/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Dataset,https://sparql.wikipathways.org/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Distribution,https://opendata.mfcr.cz/lod/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Distribution,https://data.mpsv.cz/sparql/
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Dataset,https://sparql.glycoinfo.org/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#DataService,http://uriburner.com/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Dataset,https://navi.first.lifesciencedb.jp/fanavi/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Dataset,https://linkeddata.uriburner.com/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Dataset,https://api.druid.datalegend.net/datasets/nlgis/gemeentegeschiedenis/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#CatalogRecord,https://linkeddata.uriburner.com/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Role,https://data.europa.eu/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Dataset,http://wikidata.demo.openlinksw.com/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Linkset,https://sparql.wikipathways.org/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Dataset,http://opendatacommunities.org/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Dataset,https://linked.opendata.cz/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Dataset,http://sparql.odw.tw
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Dataset,http://vocabs.ands.org.au/repository/api/sparql/csiro_international-chronostratigraphic-chart_2018
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Distribution,http://taxref.mnhn.fr/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Linkset,http://wikidata.demo.openlinksw.com/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#TechnicalFeature,http://vocabulary.semantic-web.at/PoolParty/sparql/OpenData
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#DatasetDescription,https://semantic.eea.europa.eu/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#DatasetDescription,http://lov.okfn.org/dataset/lov/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#DatasetDescription,http://navi.first.lifesciencedb.jp/fanavi/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Linkset,https://navi.first.lifesciencedb.jp/fanavi/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Linkset,https://linkeddata.uriburner.com/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Dataset,https://db.project-hobbit.eu/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Resource,https://joinup.ec.europa.eu/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#CatalogRecord,http://publications.europa.eu/webapi/rdf/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Dataset,https://ontology.inrae.fr/weather/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Dataset,http://linguistic.linkeddata.es/sparql
http://www.w3.org/ns/dcat#,http://www.w3.org/ns/dcat#Resource,http://sparql.hegroup.org/sparql
http://rdfs.org/ns/void#,http://rdfs.org/ns/void#Dataset,https://api.druid.datalegend.net/datasets/dataLegend/strikes/sparql
